src,data_founded,data_founder,data_hq,data_website
imgs/1x7RIPLT5Q4itnQGKN0W7h4fJGA3KS7GC.png,1940,Lo Kwee-seong,"Hong Kong, Hong Kong, China",www.vitasoy-na.com
imgs/1q-SZRWoknCSOt5ebNZmq5g3ulaLGEdbD.png,1980,Vandemoortele Groep,"Wevelgem, Wevelgem, Belgium",https://www.alpro.com
imgs/19J_jnyPpT8M76U54KCbslCS6qsFArbb5.png,2010,Panos Brands,"Rochelle Park, New Jersey, US",https://www.btmsoymilk.com/
imgs/1e1UP1qAsP2Ij8Rotmloc1CXoIeykUYJP.png,1919,Isaac Carasso,"Paris, Paris, France",https://www.danone.com
imgs/1AXacuXuAz5SWaRTse_1sd612U3-0Osma.png,1957,Granarolo Group,"Bologna, Bologna, Italy",https://www.granarolo.com/brand/granarolo-vegetale
imgs/17WWTflvsYuh0zpbSotaZiJx_gUBtD-2P.png,1954,Green Spot Co. Ltd.,"Bangkok, Bangkok, Thailand",https://www.greenspotexport.com/contactus
imgs/17WWTflvsYuh0zpbSotaZiJx_gUBtD-2P.png,1954,Green Spot Co. Ltd.,"Bangkok, Bangkok, Thailand",https://www.greenspotexport.com/contactus
imgs/1b60P9hx_Dx_AtukFTsH_jMTQ4dlgBxtb.png,1999,Family Owned,"Rovigo, Badia Polesine, Italy",https://www.isolabio.com/en
imgs/1hkQMpFj7ymoFGaYLuX6-tU3Vx6T6Fj40.png,1984,,"Neckarsulm, Neckarsulm, Germany",https://www.kaufland.de/sortiment/unsere-marken/k-take-it-veggie.html
imgs/1p63BRUn-utFlH-5F0i2Fe-g3LUvdUxS5.png,2013,Mustafa Koita,"Chicago, Chicago, IL, USA",https://www.koita.com/product/12-x-1-liter-soy-milk/
imgs/1bYeVaJuAj70ZI6xvohxS7R1LGpVy9Ca-.png,1988,Poul Agger,"Vejen, Aarhus, Denmark",https://www.naturli-foods.com/
imgs/1c9wP0GvCIa-BJ_ngFNOSeozQeCJEloE6.png,1996,F&N Foods Pte Ltd,"Singapore, Singapore",https://www.nutrisoy.com.sg/
imgs/1X_zZD0sx9g0Idh8J_g-1ybtvEaDxjZNu.png,1987,Chuck Eggert,"Tualatin  Oregon, Tualatin, Oregon, US",https://www.pacificfoods.com/our-products/soy-plant-based-beverages
imgs/17O38MIbjEKVwquYfzcUxWcTR1DUdsUM5.png,1982,,"Berkeley Vale  New South Wales, Berkeley Vale, New South Wales, Australia",https://www.sanitarium.com.au/products/so-good/soy-milks/so-good-regular
imgs/1cq1W12K52CC1-GTv8Jj57T1VH4wJrUiZ.png,1980,"John Mackey, Mark Skiles, Renee Lawson Hardy, Craig Weller","Austin, Austin, Texas, US",www.wholefoodsmarket.com
imgs/1RAcRWr9kmvsXsxptzM8KDj7-JU-1ehaD.png,1900,Yeo Keng Lian,"Singapore, Singapore",https://www.yeos.com.sg/
imgs/189Pf5Yr14836pNKp6hgIbEUaRClAaBu0.png,1991,Josep Erra,"Viladrau, Girona, Spain",https://yosoyvegetal.com/en/
imgs/1jetZolNARZl_IUbAPvCCocs1Dj-la4ZC.png,2017,,,www.instagram.com/tasty_bo
imgs/1XH4uEB2u5fzso0TLtKj6dc74iYpUUibB.png,2019,,"Espoo, Espoo, Finland",www.planti.fi
imgs/1BUWew39Yz0RD4tenP2XxCyvNIIwD7Wkn.png,2004,,"Di An Ward, Binh Duong Province, Vietnam",www.rita.com.vn
imgs/1y-R7820XDvCV_lxYyf4tct5ZCm72v_gQ.png,1958,Joe Coulombe,"Monrovia  California, Monrovia, California, US",www.traderjoes.com
imgs/1v3cOzHjFl5oHzUIZFZvT33arVUDbrE5C.png,2013,Alexandra Levkova,"Moscow, Russia",www.volkomolko.ru
imgs/1D1iNeMuZtzdEYdomJrfLezsLbFKUCDhM.png,1991,-,"Girona, Catalonia, Spain",www.liquats.com/en/gama/monsoy-en
imgs/1558FSOvLnX8CP6JXJoRd5_v7iBfw4Csg.png,2014,SoyuzPishcheprom group,"Chelyabinsk, Russia",http://sppfood.com/produktsiya/green-milk/
imgs/1XSLpgm68Ovhrdo_wKa1FFuw8GL_7QgBX.png,2017,Micaël V. & Eleana Casado Corvalan,,https://cerealthy.com/
imgs/1q9DMTDqpzw0HGXkj6MWSkVeIxXf4JIcd.png,2013,GEORGE PAPANASTASATOS & MARIAM KINKLADZE,"BROOKLYN  NY, BROOKLYN, NY, USA",https://organicgemini.com/
imgs/1bD-fCqwEMkHhdArMiygGxAKZfV7PT_RT.png,1994,Margherita and Ernesto Negro,"Vicenza, Vicenza, Italy",https://thebridgebio.com
imgs/1b60P9hx_Dx_AtukFTsH_jMTQ4dlgBxtb.png,1999,Family Owned,"Rovigo, Badia Polesine, Italy",https://www.isolabio.com/
imgs/1Q0gfJ7otAdIGTnWQVgVs5dfdtkG_AEzK.png,1957,Pierre Gevaert and Georges Ohsawa,,https://www.limafood.com/
imgs/1VP5VqetYKMsGA0lx3QpUOsWOXoh1eJMN.png, ,,,https://www.poggiodelfarro.com/en/
imgs/1TbMrbZd4BXUHs4DbOx06qsMqu2hJ7WH1.png,2016,Daria Litwin,"Wrocław, Wrocław, Poland",http://mlecznibracia.pl/
imgs/1JgaraIuUQPUc1EzFF5SVczzU2zXsMEq7.png,2017,Jordan Marinovich & Destiny Swinney,"Boulder  CO, Boulder, CO, USA",https://www.drinksunmilk.com/
imgs/1b7LC9r_mbpAf7Q2yq3hnR78gX5OEfmwO.png,2018,"Julia Stamberger, James Curley, Todd Bamberg, Matthew Coffer of Spinning Wheel Brands","Chicago, Chicago, IL",https://www.hopeandsesame.com/
imgs/1rsuVVqdWDVq0HRxP1vpOe0kUjCysS7Ba.png,2016,Ariane Mass and Brett D. Schumacher,"Minneapolis  MI, Minneapolis, MI, USA",https://www.sunabloom.com/
imgs/1b60P9hx_Dx_AtukFTsH_jMTQ4dlgBxtb.png,1999,Family Owned,"Rovigo, Badia Polesine, Italy",https://www.isolabio.com/
imgs/16v2mV5cobVF062277GG1KnxWf6dvzIzB.png,1991,Nutriops,"Murcia, Murcia, Spain",www.ecomil.com
imgs/1jPW24MZ58kUeO5_L_qcp3zjbw_JlJjd4.png,2018,Ani and Chris,"Brentwood  Essex, Brentwood, Essex, UK",https://www.thetigernutcompany.co.uk/
imgs/164B4RHA5Cu6-HueNRly1t7LLETSnqr9k.png,2005,Nick Barnard & Camilla Barnard,"London, London, UK",www.rudehealth.com
imgs/1Gn-MHXkKJQ0J2bGqP-yzT-NMobyhAUuH.png,2017,Henry Schwartz,"Elma, Elma, New York, US",www.elmhurst1925.com
imgs/1nyi-2U0h_GmXL3zyddhXTC_CZ47JuC3D.png,1972,Jack and Dennis Mariani,"Winters  CA, Winters, CA, USA",https://marianiwalnutmilk.com/
imgs/1gxREEEvpqtRA_av10wF0CJzOekYcVUYq.png,1960,Luciano Martini ,"Conselice,  Italy",https://orasivegetale.it/
imgs/1Vnft0OCNZWudEr813bzxy0ZwqDqmJ7O1.png,2014,Arisa Kulpiyavaja,"Bangkok, Bangkok, Thailand",www.137degrees.net
imgs/1626JpQtTb8N7XSZo21FeJVBsHnhlePfp.png,2015,Geoff Palmer ,"Melbourne  FL, Melbourne, FL, USA",https://lentein.com/
