DATAFLOW,FREQ: Frequency,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2008,4222,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2009,4447,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2010,4530,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2011,4393,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2012,4445,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2013,4446,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2014,4637,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2015,4651,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2016,4800,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2017,4999,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2018,5082,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2019,5273,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2020,5359,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2021,5404,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08004: Mondorf-les-Bains,2022,5436,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1821,1781,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1851,2517,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1871,2612,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1880,2606,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1890,2516,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1900,2609,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1910,2714,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1922,2895,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1930,3281,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1935,3376,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1947,3267,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1960,3938,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1970,5225,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1978,6030,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1979,6016,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1981,6072,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1983,6130,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1984,6220,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1985,6220,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1986,6250,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1987,6300,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1988,6362,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1989,6492,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1990,6544,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1991,6662,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1992,6790,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1993,6919,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1994,7183,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1995,7469,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1996,7724,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1997,7974,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1998,8114,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,1999,8267,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2000,8411,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2001,8695,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2002,8787,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2003,8937,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2004,8956,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2005,9137,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2006,9362,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2007,9408,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2008,9357,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2009,9381,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2010,9474,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2011,9671,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2012,9722,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2013,9799,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2014,9875,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2015,9979,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2016,10033,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2017,10232,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2018,10294,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2019,10409,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2020,10464,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2021,10517,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09004: Käerjeng,2022,10775,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1821,1655,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1851,2175,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1871,2162,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1880,2624,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1890,3574,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1900,8756,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1910,13909,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1922,12983,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1930,17567,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1935,15945,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1947,15179,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1960,17637,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1970,17964,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1978,17105,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1979,16898,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1981,16726,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1983,16490,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1984,16260,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1985,16040,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1986,15950,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1987,16000,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1988,15986,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1989,15967,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1990,16096,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1991,15740,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1992,15814,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1993,16032,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1994,16210,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1995,16196,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1996,16372,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1997,16466,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1998,16773,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,1999,17050,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2000,17300,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2001,18172,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2002,18300,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2003,18578,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2004,19201,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2005,19524,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2006,19823,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2007,20065,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2008,20443,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2009,20979,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2010,21530,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2011,21935,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2012,22345,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2013,22769,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2014,23571,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2015,24304,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2016,24805,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2017,25402,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2018,26193,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2019,26796,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2020,27409,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2021,27869,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM10002: Differdange,2022,28641,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1821,468,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1851,855,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1871,937,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1880,938,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1890,855,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1900,942,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1910,849,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1922,881,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1930,924,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1935,939,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1947,895,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1960,1120,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1970,1927,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1978,2009,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1979,2043,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1981,2028,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1983,2020,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1984,2030,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1985,2080,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1986,2070,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1987,2090,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1988,2124,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1989,2117,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1990,2116,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1991,2020,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1992,2058,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1993,2084,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1994,2140,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1995,2144,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1996,2162,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1997,2222,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1998,2250,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,1999,2370,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2000,2385,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2001,2577,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2002,2665,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2003,2758,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2004,2849,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2005,2893,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2006,2974,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2007,3012,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2008,3111,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2009,3099,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2010,3150,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2011,3137,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2012,3219,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2013,3306,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2014,3405,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2015,3478,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2016,3450,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2017,3592,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2018,3642,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2019,3676,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2020,3698,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2021,3659,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11006: Sandweiler,2022,3712,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1821,758,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1851,1002,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1871,1043,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1880,1003,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1890,879,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1900,873,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1910,846,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1922,787,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1930,707,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1935,707,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1947,723,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1960,600,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1970,620,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1978,656,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1979,667,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1981,663,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1983,660,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1984,680,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1985,700,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1986,710,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1987,720,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1988,742,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1989,749,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1990,792,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1991,784,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1992,800,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1993,811,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1994,838,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1995,838,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1996,850,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1997,858,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1998,887,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,1999,922,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2000,947,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2001,954,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2002,997,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2003,1003,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2004,999,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2005,1003,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2006,1007,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2007,1033,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2008,1069,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2009,1104,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2010,1142,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2011,1178,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2012,1202,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2013,1218,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2014,1251,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2015,1313,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2016,1331,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2017,1393,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2018,1381,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2019,1421,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2020,1401,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2021,1439,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM12010: Nommern,2022,1448,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1821,1681,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1851,2699,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1871,3401,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1880,3789,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1890,3726,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1900,3770,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1910,4173,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1922,4019,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1930,4475,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1935,4606,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1947,4452,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1960,5101,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1970,5990,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1978,6440,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1979,6356,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1981,6454,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1983,6390,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1984,6460,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1985,6500,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1986,6530,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1987,6570,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1988,6539,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1989,6599,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1990,6720,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1991,6552,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1992,6736,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1993,6869,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1994,7014,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1995,7135,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1996,7176,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1997,7269,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1998,7358,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,1999,7340,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2000,7467,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2001,7344,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2002,7340,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2003,7282,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2004,7363,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2005,7442,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2006,7457,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2007,7504,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2008,7606,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2009,7714,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2010,7700,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2011,7831,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02005: Ettelbruck,2012,8013,,,,,,0: Zero
